2017-1-6,12:29 AM,  30.0 °F,  22.4 °F,  19.9 °F,66%,  29.98 in,  1.8 mi,WSW,  8.1 mph,  -,  0.00 in,Snow,Light Snow
2017-1-6,12:37 AM,  28.9 °F,  22.8 °F,  21.9 °F,75%,  29.98 in,  0.8 mi,West,  5.8 mph,  -,  0.00 in,Snow,Light Snow
2017-1-6,12:51 AM,  28.0 °F,  22.8 °F,  24.1 °F,85%,  29.97 in,  0.5 mi,West,  4.6 mph,  -,  0.00 in,Fog	,Snow,Snow
2017-1-6,1:02 AM,  28.0 °F,  -,  24.1 °F,85%,  29.98 in,  1.0 mi,Calm,Calm,  -,  0.01 in,Snow,Light Snow
2017-1-6,1:10 AM,  28.0 °F,  21.7 °F,  24.1 °F,85%,  29.98 in,  0.8 mi,West,  5.8 mph,  -,  0.01 in,Snow,Light Snow
2017-1-6,1:31 AM,  28.0 °F,  22.8 °F,  24.1 °F,85%,  29.97 in,  1.2 mi,West,  4.6 mph,  -,  0.02 in,Snow,Light Snow
2017-1-6,1:51 AM,  28.0 °F,  24.2 °F,  24.1 °F,85%,  29.96 in,  1.0 mi,West,  3.5 mph,  -,  0.02 in,Snow,Light Snow
2017-1-6,2:13 AM,  28.0 °F,  22.8 °F,  24.1 °F,85%,  29.99 in,  1.0 mi,WNW,  4.6 mph,  -,  0.01 in,Snow,Light Snow
2017-1-6,2:29 AM,  27.0 °F,  19.5 °F,  24.1 °F,89%,  29.98 in,  1.0 mi,WNW,  6.9 mph,  -,  0.01 in,Snow,Light Snow
2017-1-6,2:51 AM,  27.0 °F,  -,  24.1 °F,89%,  29.95 in,  1.2 mi,Calm,Calm,  -,  0.02 in,Snow,Light Snow
2017-1-6,3:02 AM,  27.0 °F,  -,  25.0 °F,92%,  29.96 in,  2.0 mi,North,  -,  -,  0.00 in,Snow,Light Snow
2017-1-6,3:13 AM,  28.0 °F,  -,  25.0 °F,88%,  29.95 in,  5.0 mi,Calm,Calm,  -,  0.00 in,	 ,Overcast
2017-1-6,3:51 AM,  28.0 °F,  -,  23.0 °F,81%,  29.92 in,  7.0 mi,Calm,Calm,  -,  0.00 in,	 ,Overcast
2017-1-6,4:51 AM,  28.0 °F,  24.2 °F,  23.0 °F,81%,  29.94 in,  6.0 mi,Variable,  3.5 mph,  -,  0.00 in,	 ,Haze
2017-1-6,5:51 AM,  28.0 °F,  -,  21.9 °F,78%,  29.95 in,  8.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-1-6,6:51 AM,  28.0 °F,  -,  21.9 °F,78%,  30.00 in,  6.0 mi,Calm,Calm,  -,  0.00 in,	 ,Haze
2017-1-6,7:04 AM,  28.0 °F,  -,  21.9 °F,78%,  30.02 in,  1.8 mi,Calm,Calm,  -,  0.00 in,Snow,Light Snow
2017-1-6,7:31 AM,  28.0 °F,  24.2 °F,  21.9 °F,78%,  30.02 in,  2.5 mi,NE,  3.5 mph,  -,  0.01 in,Snow,Light Snow
2017-1-6,7:41 AM,  28.0 °F,  22.8 °F,  23.0 °F,81%,  30.03 in,  4.0 mi,Variable,  4.6 mph,  -,  0.01 in,Snow,Light Snow
2017-1-6,7:51 AM,  28.0 °F,  22.8 °F,  21.9 °F,78%,  30.01 in,  5.0 mi,Variable,  4.6 mph,  -,  0.01 in,	 ,Haze
2017-1-6,8:51 AM,  28.9 °F,  -,  19.0 °F,67%,  30.04 in,  10.0 mi,North,  -,  -,N/A,	 ,Overcast
2017-1-6,9:51 AM,  28.9 °F,  21.1 °F,  15.1 °F,56%,  30.05 in,  9.0 mi,WNW,  8.1 mph,  -,N/A,	 ,Scattered Clouds
2017-1-6,10:51 AM,  30.9 °F,  24.3 °F,  16.0 °F,54%,  30.06 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-1-6,11:51 AM,  30.9 °F,  26.2 °F,  15.1 °F,52%,  30.04 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-6,12:51 PM,  33.1 °F,  30.0 °F,  14.0 °F,46%,  30.04 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Mostly Cloudy
2017-1-6,1:51 PM,  32.0 °F,  27.5 °F,  10.9 °F,42%,  30.04 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-6,2:51 PM,  32.0 °F,  28.7 °F,  10.0 °F,40%,  30.06 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-1-6,3:51 PM,  32.0 °F,  24.8 °F,  10.0 °F,40%,  30.08 in,  10.0 mi,NW,  8.1 mph,  -,N/A,	 ,Overcast
2017-1-6,4:51 PM,  32.0 °F,  26.4 °F,  10.0 °F,40%,  30.12 in,  10.0 mi,WNW,  5.8 mph,  -,N/A,	 ,Mostly Cloudy
2017-1-6,5:51 PM,  30.9 °F,  22.8 °F,  9.0 °F,40%,  30.16 in,  10.0 mi,NW,  9.2 mph,  -,N/A,	 ,Clear
2017-1-6,6:51 PM,  30.0 °F,  22.4 °F,  8.1 °F,40%,  30.19 in,  10.0 mi,North,  8.1 mph,  -,N/A,	 ,Clear
2017-1-6,7:51 PM,  28.9 °F,  23.9 °F,  9.0 °F,43%,  30.21 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-6,8:51 PM,  28.0 °F,  19.3 °F,  8.1 °F,43%,  30.23 in,  10.0 mi,North,  9.2 mph,  -,N/A,	 ,Clear
2017-1-6,9:51 PM,  27.0 °F,  21.6 °F,  8.1 °F,45%,  30.24 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-6,10:51 PM,  26.1 °F,  18.4 °F,  7.0 °F,44%,  30.23 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-1-6,11:51 PM,  25.0 °F,  20.7 °F,  7.0 °F,46%,  30.27 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-1-7,12:51 AM,  25.0 °F,  20.7 °F,  9.0 °F,51%,  30.27 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-1-7,1:51 AM,  25.0 °F,  18.1 °F,  10.0 °F,53%,  30.29 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Clear
2017-1-7,2:51 AM,  25.0 °F,  15.5 °F,  8.1 °F,49%,  30.31 in,  10.0 mi,North,  9.2 mph,  -,N/A,	 ,Clear
2017-1-7,3:51 AM,  24.1 °F,  17.0 °F,  9.0 °F,53%,  30.31 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Partly Cloudy
2017-1-7,4:51 AM,  24.1 °F,  14.4 °F,  5.0 °F,44%,  30.32 in,  10.0 mi,NE,  9.2 mph,  -,N/A,	 ,Mostly Cloudy
2017-1-7,5:51 AM,  23.0 °F,  11.7 °F,  3.9 °F,44%,  30.30 in,  10.0 mi,NE,  11.5 mph,  -,N/A,	 ,Overcast
2017-1-7,6:51 AM,  23.0 °F,  15.8 °F,  5.0 °F,46%,  30.28 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-1-7,7:51 AM,  23.0 °F,  12.4 °F,  5.0 °F,46%,  30.30 in,  10.0 mi,NE,  10.4 mph,  20.7 mph,N/A,	 ,Overcast
2017-1-7,8:51 AM,  21.9 °F,  11.7 °F,  9.0 °F,58%,  30.30 in,  3.0 mi,ENE,  9.2 mph,  17.3 mph,  0.00 in,Snow,Light Snow
2017-1-7,9:16 AM,  21.9 °F,  11.7 °F,  12.0 °F,66%,  30.32 in,  1.8 mi,ENE,  9.2 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,9:24 AM,  21.9 °F,  14.5 °F,  12.9 °F,68%,  30.32 in,  1.0 mi,Variable,  5.8 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,9:48 AM,  21.2 °F,  12.6 °F,  14.0 °F,74%,  30.31 in,  0.5 mi,Variable,  6.9 mph,  16.1 mph,  0.00 in,Snow,Snow
2017-1-7,9:51 AM,  21.0 °F,  10.6 °F,  15.1 °F,78%,  30.30 in,  0.5 mi,NE,  9.2 mph,  -,  0.00 in,Snow,Snow
2017-1-7,10:28 AM,  21.0 °F,  10.6 °F,  16.0 °F,81%,  30.30 in,  0.2 mi,NNE,  9.2 mph,  16.1 mph,  0.02 in,Snow,Heavy Snow
2017-1-7,10:51 AM,  19.9 °F,  9.3 °F,  17.1 °F,89%,  30.27 in,  0.2 mi,NE,  9.2 mph,  -,  0.04 in,Fog	,Snow,Snow
2017-1-7,11:51 AM,  21.0 °F,  11.4 °F,  17.1 °F,85%,  30.21 in,  0.2 mi,NNE,  8.1 mph,  18.4 mph,  0.03 in,Fog	,Snow,Snow
2017-1-7,12:03 PM,  21.0 °F,  11.4 °F,  17.1 °F,85%,  30.23 in,  0.5 mi,NNE,  8.1 mph,  16.1 mph,  0.01 in,Fog	,Snow,Light Snow
2017-1-7,12:12 PM,  21.0 °F,  12.4 °F,  17.1 °F,85%,  30.21 in,  0.2 mi,Variable,  6.9 mph,  -,  0.01 in,Fog	,Snow,Snow
2017-1-7,12:51 PM,  21.0 °F,  11.4 °F,  17.1 °F,85%,  30.18 in,  0.2 mi,North,  8.1 mph,  18.4 mph,  0.04 in,Fog	,Snow,Snow
2017-1-7,1:22 PM,  21.0 °F,  11.4 °F,  16.0 °F,81%,  30.18 in,  0.5 mi,North,  8.1 mph,  18.4 mph,  0.01 in,Snow,Snow
2017-1-7,1:32 PM,  19.9 °F,  10.1 °F,  16.0 °F,85%,  30.20 in,  0.2 mi,North,  8.1 mph,  -,  0.02 in,Fog	,Snow,Snow
2017-1-7,1:51 PM,  19.9 °F,  7.9 °F,  17.1 °F,89%,  30.15 in,  0.2 mi,NNW,  11.5 mph,  -,  0.03 in,Fog	,Snow,Snow
2017-1-7,2:51 PM,  19.9 °F,  14.9 °F,  17.1 °F,89%,  30.17 in,  0.2 mi,Variable,  3.5 mph,  -,  0.03 in,Fog	,Snow,Snow
2017-1-7,3:51 PM,  19.9 °F,  12.1 °F,  18.0 °F,92%,  30.11 in,  0.2 mi,Variable,  5.8 mph,  -,  0.03 in,Fog	,Snow,Snow
2017-1-7,4:09 PM,  19.9 °F,  13.4 °F,  17.1 °F,89%,  30.16 in,  0.2 mi,Variable,  4.6 mph,  -,  0.02 in,Fog	,Snow,Snow
2017-1-7,4:30 PM,  19.9 °F,  12.1 °F,  17.1 °F,89%,  30.14 in,  0.2 mi,Variable,  5.8 mph,  17.3 mph,  0.03 in,Fog	,Snow,Snow
2017-1-7,4:51 PM,  19.9 °F,  11.1 °F,  17.1 °F,89%,  30.12 in,  0.5 mi,Variable,  6.9 mph,  18.4 mph,  0.05 in,Fog	,Snow,Snow
2017-1-7,5:51 PM,  19.9 °F,  8.6 °F,  17.1 °F,89%,  30.12 in,  0.2 mi,North,  10.4 mph,  19.6 mph,  0.03 in,Fog	,Snow,Snow
2017-1-7,6:33 PM,  19.9 °F,  12.1 °F,  17.1 °F,89%,  30.14 in,  0.8 mi,Variable,  5.8 mph,  20.7 mph,  0.03 in,Snow,Light Snow
2017-1-7,6:48 PM,  19.4 °F,  9.5 °F,  17.6 °F,93%,  30.14 in,  1.0 mi,NNW,  8.1 mph,  16.1 mph,  0.03 in,Snow,Light Snow
2017-1-7,6:51 PM,  19.9 °F,  13.4 °F,  17.1 °F,89%,  30.12 in,  1.0 mi,Variable,  4.6 mph,  16.1 mph,  0.03 in,Snow,Light Snow
2017-1-7,7:05 PM,  21.0 °F,  10.6 °F,  17.1 °F,85%,  30.14 in,  1.5 mi,NNW,  9.2 mph,  17.3 mph,  0.00 in,Snow,Light Snow
2017-1-7,7:37 PM,  21.0 °F,  9.9 °F,  17.1 °F,85%,  30.13 in,  1.0 mi,North,  10.4 mph,  19.6 mph,  0.01 in,Snow,Light Snow
2017-1-7,7:51 PM,  21.0 °F,  -,  17.1 °F,85%,  30.12 in,  1.0 mi,North,  -,  -,  0.01 in,Snow,Light Snow
2017-1-7,8:25 PM,  21.0 °F,  12.4 °F,  17.1 °F,85%,  30.14 in,  1.8 mi,Variable,  6.9 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,8:34 PM,  21.0 °F,  14.6 °F,  17.1 °F,85%,  30.14 in,  2.0 mi,Variable,  4.6 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,8:42 PM,  21.0 °F,  12.4 °F,  16.0 °F,81%,  30.14 in,  1.5 mi,WNW,  6.9 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,8:51 PM,  21.0 °F,  13.4 °F,  16.0 °F,81%,  30.12 in,  1.8 mi,Variable,  5.8 mph,  -,  0.00 in,Snow,Light Snow
2017-1-7,9:07 PM,  21.0 °F,  -,  16.0 °F,81%,  30.14 in,  2.0 mi,Calm,Calm,  -,  0.00 in,Snow,Light Snow
2017-1-7,9:41 PM,  21.0 °F,  14.6 °F,  16.0 °F,81%,  30.16 in,  4.0 mi,Variable,  4.6 mph,  -,  0.00 in,	 ,Haze
2017-1-7,9:51 PM,  21.0 °F,  16.2 °F,  16.0 °F,81%,  30.14 in,  6.0 mi,Variable,  3.5 mph,  -,  0.00 in,	 ,Haze
2017-1-7,10:51 PM,  21.0 °F,  16.2 °F,  15.1 °F,78%,  30.14 in,  7.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-1-7,11:51 PM,  21.0 °F,  8.6 °F,  12.0 °F,68%,  30.15 in,  7.0 mi,NW,  12.7 mph,  18.4 mph,N/A,	 ,Overcast
2017-1-8,12:51 AM,  19.9 °F,  10.1 °F,  8.1 °F,60%,  30.16 in,  8.0 mi,WNW,  8.1 mph,  -,N/A,	 ,Clear
2017-1-8,1:51 AM,  19.0 °F,  6.8 °F,  8.1 °F,62%,  30.19 in,  9.0 mi,NW,  11.5 mph,  17.3 mph,N/A,	 ,Clear
2017-1-8,2:51 AM,  19.0 °F,  8.2 °F,  6.1 °F,57%,  30.21 in,  9.0 mi,WNW,  9.2 mph,  19.6 mph,N/A,	 ,Clear
2017-1-8,3:51 AM,  18.0 °F,  8.7 °F,  7.0 °F,62%,  30.22 in,  9.0 mi,WNW,  6.9 mph,  -,N/A,	 ,Clear
2017-1-8,4:51 AM,  18.0 °F,  12.7 °F,  6.1 °F,60%,  30.23 in,  9.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-1-8,5:51 AM,  17.1 °F,  6.6 °F,  6.1 °F,62%,  30.25 in,  9.0 mi,West,  8.1 mph,  -,N/A,	 ,Clear
2017-1-8,6:51 AM,  17.1 °F,  7.6 °F,  5.0 °F,59%,  30.26 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-1-8,7:51 AM,  17.1 °F,  5.8 °F,  5.0 °F,59%,  30.27 in,  8.0 mi,West,  9.2 mph,  20.7 mph,N/A,	 ,Mostly Cloudy
2017-1-8,8:51 AM,  17.1 °F,  3.6 °F,  3.0 °F,54%,  30.28 in,  8.0 mi,West,  12.7 mph,  17.3 mph,N/A,	 ,Clear
2017-1-8,9:51 AM,  18.0 °F,  3.6 °F,  3.0 °F,52%,  30.29 in,  8.0 mi,WNW,  15.0 mph,  24.2 mph,N/A,	 ,Clear
2017-1-8,10:51 AM,  19.0 °F,  5.6 °F,  3.0 °F,50%,  30.29 in,  10.0 mi,WNW,  13.8 mph,  20.7 mph,N/A,	 ,Partly Cloudy
2017-1-8,11:51 AM,  19.9 °F,  11.1 °F,  3.9 °F,50%,  30.27 in,  10.0 mi,West,  6.9 mph,  -,N/A,	 ,Overcast
2017-1-8,12:51 PM,  21.9 °F,  11.7 °F,  5.0 °F,48%,  30.26 in,  10.0 mi,WNW,  9.2 mph,  23.0 mph,N/A,	 ,Overcast
2017-1-8,1:51 PM,  23.0 °F,  13.1 °F,  5.0 °F,46%,  30.27 in,  10.0 mi,NW,  9.2 mph,  23.0 mph,N/A,	 ,Mostly Cloudy
2017-1-8,2:51 PM,  24.1 °F,  14.4 °F,  3.0 °F,40%,  30.30 in,  10.0 mi,NW,  9.2 mph,  19.6 mph,N/A,	 ,Mostly Cloudy
2017-1-8,3:51 PM,  24.1 °F,  17.0 °F,  -0.0 °F,35%,  30.32 in,  10.0 mi,Variable,  5.8 mph,  24.2 mph,N/A,	 ,Overcast
2017-1-8,4:51 PM,  23.0 °F,  13.9 °F,  -0.0 °F,37%,  30.37 in,  10.0 mi,WNW,  8.1 mph,  19.6 mph,N/A,	 ,Mostly Cloudy
2017-1-8,5:51 PM,  21.9 °F,  11.0 °F,  1.9 °F,42%,  30.41 in,  10.0 mi,West,  10.4 mph,  21.9 mph,N/A,	 ,Clear
2017-1-8,6:51 PM,  21.9 °F,  11.7 °F,  1.9 °F,42%,  30.46 in,  10.0 mi,WNW,  9.2 mph,  -,N/A,	 ,Clear
2017-1-8,7:51 PM,  21.0 °F,  10.6 °F,  1.9 °F,44%,  30.49 in,  10.0 mi,NW,  9.2 mph,  19.6 mph,N/A,	 ,Clear
2017-1-8,8:51 PM,  19.9 °F,  11.1 °F,  3.9 °F,50%,  30.53 in,  10.0 mi,Variable,  6.9 mph,  19.6 mph,N/A,	 ,Clear
2017-1-8,9:51 PM,  19.0 °F,  8.2 °F,  1.0 °F,46%,  30.56 in,  10.0 mi,WNW,  9.2 mph,  18.4 mph,N/A,	 ,Clear
2017-1-8,10:51 PM,  19.0 °F,  10.0 °F,  1.0 °F,46%,  30.59 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-1-8,11:51 PM,  18.0 °F,  12.7 °F,  1.9 °F,50%,  30.60 in,  10.0 mi,Variable,  3.5 mph,  17.3 mph,N/A,	 ,Clear
2017-1-9,12:51 AM,  17.1 °F,  10.0 °F,  1.0 °F,50%,  30.61 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,1:51 AM,  16.0 °F,  8.8 °F,  -0.0 °F,49%,  30.64 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,2:51 AM,  16.0 °F,  8.8 °F,  1.0 °F,52%,  30.65 in,  10.0 mi,WNW,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,3:51 AM,  15.1 °F,  7.7 °F,  1.0 °F,54%,  30.66 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,4:51 AM,  15.1 °F,  3.3 °F,  1.0 °F,54%,  30.67 in,  10.0 mi,West,  9.2 mph,  -,N/A,	 ,Clear
2017-1-9,5:51 AM,  15.1 °F,  4.2 °F,  1.9 °F,56%,  30.69 in,  10.0 mi,West,  8.1 mph,  -,N/A,	 ,Clear
2017-1-9,6:51 AM,  15.1 °F,  9.4 °F,  1.0 °F,54%,  30.68 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-1-9,7:51 AM,  15.1 °F,  -,  1.9 °F,56%,  30.70 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-1-9,8:51 AM,  16.0 °F,  8.8 °F,  3.0 °F,57%,  30.73 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,9:51 AM,  17.1 °F,  8.7 °F,  3.0 °F,54%,  30.76 in,  10.0 mi,West,  5.8 mph,  -,N/A,	 ,Clear
2017-1-9,10:51 AM,  19.0 °F,  -,  3.0 °F,50%,  30.74 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-1-9,11:51 AM,  19.9 °F,  13.4 °F,  3.9 °F,50%,  30.70 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Partly Cloudy
2017-1-9,12:51 PM,  19.9 °F,  11.1 °F,  3.0 °F,48%,  30.69 in,  10.0 mi,West,  6.9 mph,  -,N/A,	 ,Scattered Clouds
2017-1-9,1:51 PM,  21.0 °F,  11.4 °F,  3.0 °F,46%,  30.68 in,  10.0 mi,West,  8.1 mph,  -,N/A,	 ,Overcast
2017-1-9,2:51 PM,  21.9 °F,  14.5 °F,  5.0 °F,48%,  30.67 in,  10.0 mi,West,  5.8 mph,  -,N/A,	 ,Overcast
2017-1-9,3:51 PM,  23.0 °F,  18.4 °F,  7.0 °F,50%,  30.66 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-1-9,4:51 PM,  21.9 °F,  12.5 °F,  7.0 °F,53%,  30.65 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Scattered Clouds
2017-1-9,5:51 PM,  21.9 °F,  -,  9.0 °F,58%,  30.67 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
2017-1-9,6:51 PM,  23.0 °F,  17.0 °F,  8.1 °F,53%,  30.67 in,  10.0 mi,SSW,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,7:51 PM,  23.0 °F,  17.0 °F,  9.0 °F,55%,  30.66 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Clear
2017-1-9,8:51 PM,  23.0 °F,  -,  8.1 °F,53%,  30.66 in,  10.0 mi,North,  -,  -,N/A,	 ,Scattered Clouds
2017-1-9,9:51 PM,  21.9 °F,  -,  7.0 °F,53%,  30.67 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-1-9,10:51 PM,  21.0 °F,  10.6 °F,  9.0 °F,60%,  30.67 in,  10.0 mi,SW,  9.2 mph,  16.1 mph,N/A,	 ,Clear
2017-1-9,11:51 PM,  21.9 °F,  13.4 °F,  9.0 °F,58%,  30.65 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Clear
2017-1-10,12:51 AM,  21.9 °F,  -,  9.0 °F,58%,  30.64 in,  10.0 mi,North,  -,  -,N/A,	 ,Clear
2017-1-10,1:51 AM,  21.9 °F,  15.7 °F,  9.0 °F,58%,  30.63 in,  10.0 mi,West,  4.6 mph,  16.1 mph,N/A,	 ,Clear
2017-1-10,2:51 AM,  21.9 °F,  14.5 °F,  10.0 °F,60%,  30.63 in,  10.0 mi,WSW,  5.8 mph,  -,N/A,	 ,Clear
2017-1-10,3:51 AM,  21.9 °F,  15.7 °F,  10.0 °F,60%,  30.61 in,  10.0 mi,West,  4.6 mph,  -,N/A,	 ,Clear
2017-1-10,4:51 AM,  23.0 °F,  13.9 °F,  12.0 °F,63%,  30.63 in,  10.0 mi,WSW,  8.1 mph,  -,N/A,	 ,Clear
2017-1-10,5:51 AM,  23.0 °F,  18.4 °F,  10.9 °F,60%,  30.62 in,  10.0 mi,West,  3.5 mph,  -,N/A,	 ,Clear
2017-1-10,6:51 AM,  24.1 °F,  -,  9.0 °F,53%,  30.61 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-1-10,7:51 AM,  25.0 °F,  -,  12.0 °F,58%,  30.62 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
2017-1-10,8:51 AM,  27.0 °F,  23.0 °F,  12.9 °F,56%,  30.63 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Clear
2017-1-10,9:51 AM,  28.9 °F,  25.2 °F,  12.9 °F,51%,  30.63 in,  10.0 mi,SSE,  3.5 mph,  -,N/A,	 ,Clear
2017-1-10,10:51 AM,  30.9 °F,  23.5 °F,  10.0 °F,42%,  30.61 in,  10.0 mi,South,  8.1 mph,  -,N/A,	 ,Clear
2017-1-10,11:51 AM,  33.1 °F,  26.1 °F,  14.0 °F,46%,  30.56 in,  10.0 mi,SSE,  8.1 mph,  -,N/A,	 ,Clear
2017-1-10,12:51 PM,  34.0 °F,  31.0 °F,  19.9 °F,56%,  30.53 in,  10.0 mi,South,  3.5 mph,  -,N/A,	 ,Scattered Clouds
2017-1-10,1:51 PM,  34.0 °F,  29.8 °F,  24.1 °F,67%,  30.50 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Overcast
2017-1-10,2:51 PM,  35.1 °F,  32.2 °F,  27.0 °F,72%,  30.47 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-1-10,3:51 PM,  36.0 °F,  33.3 °F,  28.9 °F,76%,  30.45 in,  10.0 mi,Variable,  3.5 mph,  -,N/A,	 ,Overcast
2017-1-10,4:51 PM,  37.0 °F,  31.6 °F,  30.0 °F,76%,  30.44 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-1-10,5:51 PM,  37.0 °F,  -,  30.9 °F,79%,  30.42 in,  10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
2017-1-10,6:51 PM,  37.9 °F,  34.4 °F,  32.0 °F,79%,  30.38 in,  10.0 mi,Variable,  4.6 mph,  -,N/A,	 ,Overcast
2017-1-10,7:51 PM,  39.9 °F,  36.7 °F,  34.0 °F,79%,  30.36 in,  10.0 mi,South,  4.6 mph,  -,N/A,	 ,Overcast
2017-1-10,8:51 PM,  41.0 °F,  37.1 °F,  35.1 °F,79%,  30.31 in,  10.0 mi,SSE,  5.8 mph,  -,N/A,	 ,Overcast
2017-1-10,9:51 PM,  44.1 °F,  39.5 °F,  37.0 °F,76%,  30.27 in,  10.0 mi,South,  8.1 mph,  23.0 mph,N/A,	 ,Overcast
2017-1-10,10:51 PM,  44.1 °F,  40.1 °F,  37.0 °F,76%,  30.23 in,  10.0 mi,South,  6.9 mph,  -,N/A,	 ,Overcast
2017-1-10,11:01 PM,  44.1 °F,  40.1 °F,  37.0 °F,76%,  30.25 in,  10.0 mi,Variable,  6.9 mph,  -,N/A,	 ,Overcast
2017-1-10,11:51 PM,  45.0 °F,  -,  39.0 °F,80%,  30.19 in,  10.0 mi,North,  -,  -,N/A,	 ,Overcast
2017-1-11,12:51 AM,  45.0 °F,  41.8 °F,  37.9 °F,76%,  30.19 in,  10.0 mi,Variable,  5.8 mph,  -,N/A,	 ,Overcast
2017-1-11,1:46 AM,  42.8 °F,  -,  39.2 °F,87%,  30.23 in,  4.0 mi,North,  -,  -,  0.02 in,Rain,Rain
2017-1-11,1:51 AM,  43.0 °F,  38.8 °F,  39.0 °F,86%,  30.20 in,  3.0 mi,WSW,  6.9 mph,  -,  0.03 in,Rain,Rain
2017-1-11,2:00 AM,  42.1 °F,  39.2 °F,  39.9 °F,92%,  30.22 in,  2.5 mi,SW,  4.6 mph,  -,  0.02 in,Rain,Rain
2017-1-11,2:07 AM,  43.0 °F,  40.3 °F,  39.9 °F,89%,  30.21 in,  3.0 mi,Variable,  4.6 mph,  -,  0.04 in,Rain,Rain
2017-1-11,2:48 AM,  44.6 °F,  -,  41.0 °F,87%,  30.19 in,  3.0 mi,North,  -,  -,  0.12 in,Rain,Rain
2017-1-11,2:51 AM,  44.1 °F,  42.5 °F,  41.0 °F,89%,  30.17 in,  3.0 mi,Variable,  3.5 mph,  -,  0.13 in,Rain,Rain
2017-1-11,3:03 AM,  43.0 °F,  38.8 °F,  41.0 °F,93%,  30.20 in,  2.5 mi,Variable,  6.9 mph,  -,  0.04 in,Rain,Rain
2017-1-11,3:20 AM,  44.1 °F,  40.8 °F,  42.1 °F,93%,  30.19 in,  4.0 mi,Variable,  5.8 mph,  18.4 mph,  0.09 in,Rain,Rain
2017-1-11,3:51 AM,  46.0 °F,  42.5 °F,  42.1 °F,86%,  30.16 in,  10.0 mi,SW,  6.9 mph,  -,  0.10 in,	 ,Overcast
2017-1-11,4:11 AM,  45.0 °F,  40.6 °F,  42.1 °F,90%,  30.19 in,  10.0 mi,WSW,  8.1 mph,  20.7 mph,N/A,	 ,Overcast
2017-1-11,4:51 AM,  46.0 °F,  42.5 °F,  41.0 °F,83%,  30.17 in,  10.0 mi,WSW,  6.9 mph,  20.7 mph,N/A,	 ,Overcast
